fact_id_tarea,fact_id_empleado,fact_id_cliente,fact_id_servicio,fact_fecha_inicio,fact_fecha_fin,fact_fecha_entrega,fact_horas_dedicadas,fact_estado,fact_prioridad
353,6,346,2,2025-05-23,2025-05-25,2025-05-25,6.92,completado,baja
354,6,315,3,2025-03-22,2025-03-23,2025-03-23,2.39,"en progreso",alta
355,5,110,3,2024-02-18,2024-02-18,2024-02-18,2.54,completado,baja
356,2,320,6,2025-08-15,2025-08-17,2025-08-19,7.5,retrasado,baja
357,8,291,5,2025-03-13,2025-03-14,2025-03-14,5.53,"en progreso",alta
358,9,422,3,2024-11-03,2024-11-04,2024-11-04,5.32,completado,baja
359,5,213,4,2025-10-01,2025-10-01,2025-10-01,2.14,completado,baja
360,9,322,6,2024-07-10,2024-07-11,2024-07-11,4.17,completado,alta
361,8,422,6,2024-10-01,2024-10-03,2024-10-03,5.7,completado,alta
362,1,373,6,2025-06-18,2025-06-19,2025-06-19,5.54,"en progreso",baja
363,11,124,2,2024-11-03,2024-11-04,2024-11-04,3.55,completado,media
364,11,441,1,2024-07-27,2024-07-28,2024-07-28,4.61,completado,media
365,5,331,2,2025-12-04,2025-12-04,2025-12-04,1.21,completado,baja
366,4,59,2,2024-01-29,2024-01-31,2024-01-31,5.77,"en progreso",media
367,7,249,5,2025-03-08,2025-03-09,2025-03-09,6.8,completado,baja
368,3,82,3,2024-01-30,2024-01-30,2024-01-30,0.81,completado,alta
369,11,282,2,2024-02-13,2024-02-13,2024-02-13,3.85,completado,baja
370,6,29,1,2025-09-08,2025-09-10,2025-09-10,7.36,completado,media
371,11,460,3,2025-11-04,2025-11-05,2025-11-05,5.55,completado,alta
372,4,432,2,2024-04-24,2024-04-25,2024-04-25,5.34,completado,alta
373,9,341,5,2024-09-14,2024-09-15,2024-09-15,3.02,completado,baja
374,6,308,1,2024-12-03,2024-12-05,2024-12-05,7.6,completado,alta
375,7,381,2,2024-08-11,2024-08-11,2024-08-12,1.29,retrasado,media
376,5,226,4,2025-08-26,2025-08-26,2025-08-30,3.03,retrasado,alta
377,9,58,3,2025-03-09,2025-03-10,2025-03-10,6.1,completado,media
378,6,451,2,2025-05-01,2025-05-03,2025-05-03,6.63,completado,baja
379,1,331,5,2025-11-09,2025-11-11,2025-11-11,6.31,completado,alta
380,4,470,6,2024-09-16,2024-09-16,2024-09-16,0.01,completado,alta
381,11,359,3,2024-05-04,2024-05-05,2024-05-05,4.07,completado,media
382,7,199,1,2024-09-18,2024-09-19,2024-09-19,5.52,completado,media
383,8,108,2,2025-10-08,2025-10-09,2025-10-09,7,completado,baja
384,8,141,1,2025-04-27,2025-04-28,2025-04-28,4.3,completado,alta
385,3,217,1,2025-12-16,2025-12-16,2025-12-16,0.88,completado,media
386,9,216,5,2024-11-30,2024-11-30,2024-11-30,1.68,completado,baja
387,3,329,6,2025-10-07,2025-10-08,2025-10-08,4.7,completado,baja
388,11,206,2,2024-11-08,2024-11-09,2024-11-09,5.34,completado,baja
389,9,81,2,2025-12-31,2025-12-31,2025-12-31,0.13,completado,alta
390,6,352,4,2025-04-07,2025-04-09,2025-04-09,6.61,completado,media
391,10,89,6,2024-12-01,2024-12-01,2024-12-01,4.41,completado,baja
392,3,213,3,2025-02-06,2025-02-07,2025-02-07,5.38,completado,baja
393,11,12,5,2025-09-18,2025-09-19,2025-09-19,6.38,completado,media
394,3,102,3,2024-02-20,2024-02-21,2024-02-21,6.67,completado,alta
395,2,134,2,2025-01-11,2025-01-12,2025-01-12,6.54,"en progreso",baja
396,7,368,5,2025-04-09,2025-04-10,2025-04-10,4.09,completado,baja
397,4,115,6,2024-07-14,2024-07-15,2024-07-15,5.27,completado,media
398,7,383,4,2024-05-13,2024-05-14,2024-05-14,3.56,completado,alta
399,11,111,3,2024-07-12,2024-07-13,2024-07-13,3.49,completado,baja
400,5,15,3,2024-08-29,2024-08-29,2024-08-29,4.1,completado,media
401,11,299,6,2025-04-14,2025-04-14,2025-04-17,2.17,retrasado,media
402,11,355,4,2024-08-05,2024-08-05,2024-08-05,2.98,completado,alta
403,2,306,3,2024-04-07,2024-04-08,2024-04-08,2.64,completado,media
404,8,477,2,2024-12-28,2024-12-29,2024-12-29,6.11,completado,baja
405,10,130,5,2025-01-25,2025-01-26,2025-01-26,3.2,completado,alta
406,9,190,2,2024-02-12,2024-02-14,2024-02-14,8.72,completado,baja
407,6,258,4,2025-04-24,2025-04-24,2025-04-26,2.87,retrasado,baja
408,6,134,1,2024-02-15,2024-02-15,2024-02-15,5.03,completado,media
409,7,383,3,2024-10-16,2024-10-17,2024-10-17,5.17,completado,alta
410,9,425,3,2024-11-16,2024-11-16,2024-11-16,-0.28,completado,media
411,3,378,4,2025-07-23,2025-07-25,2025-07-25,6.99,completado,baja
412,1,97,2,2024-08-23,2024-08-25,2024-08-25,8.57,"en progreso",media
413,8,84,6,2025-03-22,2025-03-23,2025-03-26,6,retrasado,media
414,9,183,6,2025-05-11,2025-05-13,2025-05-13,5.82,completado,alta
415,2,444,2,2024-12-23,2024-12-23,2024-12-25,-0.56,retrasado,baja
416,5,384,5,2025-07-30,2025-07-31,2025-07-31,1.94,completado,alta
417,10,3,5,2024-07-03,2024-07-06,2024-07-06,8.55,completado,baja
418,11,394,4,2024-04-06,2024-04-06,2024-04-06,1.12,completado,media
419,2,349,6,2025-02-07,2025-02-08,2025-02-08,2.8,completado,media
420,2,79,1,2025-04-16,2025-04-18,2025-04-18,7.64,completado,media
421,10,322,3,2025-11-04,2025-11-05,2025-11-05,3.85,retrasado,media
422,10,375,6,2024-05-12,2024-05-13,2024-05-13,5.12,"en progreso",alta
423,1,145,3,2024-03-13,2024-03-14,2024-03-14,6.95,completado,baja
424,3,205,3,2024-09-02,2024-09-03,2024-09-03,4.67,completado,baja
425,3,11,2,2025-02-01,2025-02-01,2025-02-01,1.82,completado,alta
426,3,386,6,2024-05-03,2024-05-04,2024-05-04,3.59,completado,alta
427,11,413,3,2025-09-09,2025-09-10,2025-09-15,5.87,retrasado,media
428,8,263,2,2025-04-01,2025-04-02,2025-04-02,3.04,completado,media
429,7,289,5,2024-04-02,2024-04-03,2024-04-03,3.64,completado,alta
430,11,96,4,2025-03-12,2025-03-13,2025-03-17,3.24,retrasado,media
431,11,347,2,2025-12-03,2025-12-04,2025-12-04,5.45,completado,alta
432,9,323,6,2024-03-26,2024-03-26,2024-03-26,2.07,completado,baja
433,5,465,4,2024-06-01,2024-06-04,2024-06-04,9.47,completado,baja
434,5,268,4,2025-08-05,2025-08-05,2025-08-05,1.18,retrasado,alta
435,7,56,5,2025-02-26,2025-02-26,2025-03-03,4.17,retrasado,media
436,2,131,5,2025-05-30,2025-06-01,2025-06-06,7.81,retrasado,baja
437,7,403,2,2024-02-16,2024-02-16,2024-02-21,0.12,retrasado,media
438,8,301,6,2025-11-17,2025-11-18,2025-11-18,1.88,completado,media
439,4,471,2,2024-07-08,2024-07-09,2024-07-13,3.67,retrasado,alta
440,9,55,4,2024-01-19,2024-01-20,2024-01-20,4.48,retrasado,baja
441,8,336,4,2025-12-09,2025-12-09,2025-12-09,1.22,completado,media
442,6,317,5,2025-12-08,2025-12-09,2025-12-09,3.46,completado,media
443,3,45,2,2024-01-15,2024-01-16,2024-01-16,5.85,"en progreso",alta
444,4,97,1,2025-05-07,2025-05-09,2025-05-09,8.55,completado,media
445,9,432,6,2024-07-14,2024-07-16,2024-07-19,6.34,retrasado,media
446,2,217,1,2024-06-19,2024-06-20,2024-06-20,6.05,completado,media
447,8,242,1,2025-08-22,2025-08-23,2025-08-23,3.79,"en progreso",alta
448,1,425,4,2024-12-07,2024-12-08,2024-12-13,3.2,retrasado,media
449,10,435,4,2025-09-02,2025-09-02,2025-09-02,0.92,completado,baja
450,8,250,4,2025-06-09,2025-06-09,2025-06-09,2.74,completado,baja
451,9,366,1,2024-01-20,2024-01-22,2024-01-22,5.99,completado,alta
452,11,33,3,2025-03-03,2025-03-04,2025-03-04,4.31,completado,media
453,6,319,6,2025-04-04,2025-04-04,2025-04-04,3.24,completado,baja
454,4,148,6,2025-04-25,2025-04-26,2025-04-26,3.41,completado,alta
455,11,113,5,2024-12-13,2024-12-14,2024-12-14,2.55,completado,baja
456,7,453,3,2025-03-02,2025-03-03,2025-03-03,2.55,completado,media
457,10,410,2,2024-07-31,2024-08-01,2024-08-01,3.58,completado,alta
458,3,248,2,2024-07-23,2024-07-24,2024-07-24,4.41,"en progreso",baja
459,8,407,4,2024-11-06,2024-11-07,2024-11-07,4.41,"en progreso",baja
460,6,184,3,2025-11-24,2025-11-24,2025-11-24,3.38,"en progreso",baja
461,2,173,4,2025-09-24,2025-09-25,2025-09-25,4.38,"en progreso",media
462,6,133,3,2024-02-17,2024-02-18,2024-02-18,5.38,completado,baja
463,9,437,6,2025-09-10,2025-09-10,2025-09-10,4.74,completado,media
464,2,410,4,2024-04-18,2024-04-20,2024-04-20,7.93,completado,alta
465,2,22,5,2024-06-20,2024-06-20,2024-06-20,2.57,completado,media
466,5,81,6,2025-12-26,2025-12-27,2025-12-27,4.23,completado,alta
467,3,446,1,2025-10-24,2025-10-24,2025-10-24,3.6,completado,baja
468,8,435,2,2025-03-01,2025-03-02,2025-03-02,5.31,completado,baja
469,6,428,4,2024-10-20,2024-10-22,2024-10-22,6.7,completado,media
470,7,191,6,2025-01-04,2025-01-05,2025-01-05,5.17,completado,baja
471,7,386,5,2024-08-21,2024-08-21,2024-08-24,3.28,retrasado,media
472,9,460,4,2025-11-29,2025-11-30,2025-11-30,5.1,completado,media
473,9,75,1,2024-03-12,2024-03-13,2024-03-15,4.86,retrasado,baja
474,7,223,1,2024-02-07,2024-02-07,2024-02-07,0.6,completado,alta
475,11,30,6,2025-06-16,2025-06-17,2025-06-17,6.74,completado,media
476,9,454,6,2024-11-07,2024-11-08,2024-11-08,4.42,completado,media
477,9,5,3,2025-09-17,2025-09-18,2025-09-18,6.73,completado,media
478,9,330,2,2025-10-01,2025-10-04,2025-10-04,7.37,completado,alta
479,7,177,6,2024-07-21,2024-07-22,2024-07-22,2.68,completado,baja
480,7,276,3,2024-05-09,2024-05-11,2024-05-11,4.77,completado,baja
481,9,48,5,2024-11-15,2024-11-16,2024-11-16,4.77,completado,baja
482,10,15,5,2024-09-21,2024-09-23,2024-09-23,8.78,"en progreso",alta
483,2,217,5,2024-03-02,2024-03-03,2024-03-03,3.15,completado,alta
484,2,260,3,2024-02-18,2024-02-18,2024-02-18,2.39,completado,media
485,1,153,5,2025-04-09,2025-04-09,2025-04-09,2.5,completado,alta
486,11,298,5,2025-11-12,2025-11-12,2025-11-12,3.06,completado,media
487,11,154,3,2025-08-09,2025-08-11,2025-08-11,7.54,completado,alta
488,2,378,2,2024-12-01,2024-12-02,2024-12-02,4.58,completado,media
489,3,233,1,2025-12-29,2025-12-30,2025-12-30,7.08,completado,baja
490,7,48,1,2024-05-13,2024-05-14,2024-05-14,4.99,completado,baja
491,9,190,6,2025-02-16,2025-02-16,2025-02-16,3.2,completado,media
492,11,300,4,2025-03-09,2025-03-10,2025-03-10,3.41,completado,alta
493,3,214,2,2025-06-01,2025-06-02,2025-06-07,3.59,retrasado,baja
494,9,361,5,2024-04-30,2024-04-30,2024-04-30,1.63,completado,media
495,3,17,6,2025-07-26,2025-07-27,2025-07-27,3.34,completado,alta
496,2,437,4,2024-05-03,2024-05-04,2024-05-04,4.13,completado,baja
497,2,268,2,2025-01-15,2025-01-16,2025-01-16,4.29,completado,media
498,1,151,4,2024-05-26,2024-05-27,2024-05-31,4.84,retrasado,baja
499,5,480,3,2024-08-08,2024-08-10,2024-08-10,8.79,"en progreso",baja
500,6,63,5,2024-03-10,2024-03-10,2024-03-10,1.86,completado,media
501,10,294,3,2025-04-08,2025-04-10,2025-04-10,7.09,completado,media
502,10,428,6,2024-05-15,2024-05-16,2024-05-16,5.74,completado,media
503,3,342,4,2024-11-29,2024-11-30,2024-12-04,7.28,retrasado,media
504,6,120,4,2025-07-07,2025-07-09,2025-07-14,7.17,retrasado,alta
505,2,143,6,2024-06-18,2024-06-18,2024-06-18,2.82,completado,alta
506,11,331,1,2025-07-26,2025-07-27,2025-07-31,2.34,retrasado,alta
507,8,268,2,2025-05-29,2025-05-30,2025-05-30,6.87,completado,alta
508,3,480,5,2024-01-20,2024-01-21,2024-01-21,5.57,completado,baja
509,10,425,6,2025-03-30,2025-03-30,2025-04-03,2.05,retrasado,media
510,8,302,1,2024-01-24,2024-01-26,2024-01-26,7.14,completado,media
511,6,13,5,2025-01-26,2025-01-27,2025-01-27,4.67,completado,baja
512,5,278,2,2024-05-27,2024-05-28,2024-05-28,3.01,"en progreso",baja
513,11,158,4,2024-06-22,2024-06-22,2024-06-24,2.3,retrasado,baja
514,5,366,1,2025-02-03,2025-02-03,2025-02-04,0.79,retrasado,media
515,2,133,4,2024-02-23,2024-02-23,2024-02-23,0.94,"en progreso",media
516,7,261,5,2024-04-27,2024-04-28,2024-04-28,3.68,completado,media
517,2,284,4,2025-05-10,2025-05-11,2025-05-16,4.32,retrasado,baja
518,10,138,5,2025-11-22,2025-11-23,2025-11-27,5.8,retrasado,media
519,8,291,4,2024-03-26,2024-03-27,2024-03-27,6.52,completado,baja
520,3,192,5,2024-09-08,2024-09-11,2024-09-11,10.56,completado,alta
521,1,232,1,2025-04-20,2025-04-23,2025-04-23,9.6,completado,alta
522,1,86,1,2025-05-08,2025-05-09,2025-05-09,3.46,completado,alta
523,11,195,3,2024-08-05,2024-08-07,2024-08-07,8.66,completado,baja
524,9,83,6,2025-07-30,2025-07-31,2025-07-31,6.33,retrasado,alta
525,9,63,2,2024-10-13,2024-10-13,2024-10-13,-0.1,completado,alta
526,11,259,3,2024-12-16,2024-12-18,2024-12-18,6.37,completado,media
527,6,126,6,2024-12-15,2024-12-16,2024-12-16,4.78,"en progreso",baja
528,3,468,6,2025-10-23,2025-10-25,2025-10-25,5.77,completado,baja
529,11,462,1,2024-06-26,2024-06-26,2024-06-26,2.67,completado,media
530,11,276,1,2025-10-28,2025-10-28,2025-10-28,1.38,retrasado,alta
531,7,64,3,2025-09-07,2025-09-08,2025-09-08,3.05,completado,alta
532,8,5,1,2025-01-14,2025-01-15,2025-01-15,2.75,completado,baja
533,1,114,6,2024-10-14,2024-10-16,2024-10-16,8.89,completado,baja
534,11,47,5,2024-11-06,2024-11-06,2024-11-06,2.9,completado,baja
535,1,253,3,2024-10-14,2024-10-14,2024-10-14,2.42,completado,baja
536,7,101,6,2024-04-23,2024-04-25,2024-04-25,5.8,completado,baja
537,11,283,2,2025-08-02,2025-08-03,2025-08-03,3.94,completado,baja
538,2,302,2,2024-05-10,2024-05-10,2024-05-10,2.55,completado,alta
539,4,374,3,2025-11-25,2025-11-25,2025-11-30,1.71,retrasado,alta
540,1,287,4,2025-03-13,2025-03-14,2025-03-14,4.69,completado,media
541,5,222,4,2024-05-04,2024-05-04,2024-05-04,0.87,completado,media
542,1,186,5,2024-08-17,2024-08-17,2024-08-20,2.65,retrasado,media
543,4,3,4,2024-12-08,2024-12-10,2024-12-14,7.12,retrasado,alta
544,7,116,6,2024-03-17,2024-03-17,2024-03-17,-0.11,completado,baja
545,2,169,3,2025-10-03,2025-10-03,2025-10-03,2.21,completado,media
546,10,222,1,2025-10-03,2025-10-05,2025-10-05,7.17,completado,baja
547,4,56,4,2024-12-14,2024-12-15,2024-12-15,4.86,completado,alta
548,2,407,2,2025-09-06,2025-09-07,2025-09-07,5.44,completado,alta
549,2,229,5,2024-03-28,2024-03-28,2024-03-28,3.01,completado,media
550,2,161,6,2024-05-10,2024-05-10,2024-05-13,2.15,retrasado,media
551,7,313,6,2024-03-08,2024-03-09,2024-03-09,3.49,retrasado,media
552,7,436,4,2024-04-08,2024-04-08,2024-04-08,3.85,completado,baja
553,11,443,5,2025-09-30,2025-10-02,2025-10-05,7.73,retrasado,media
554,10,451,5,2024-04-13,2024-04-14,2024-04-14,4.54,completado,media
555,10,265,3,2024-07-16,2024-07-17,2024-07-17,2.62,retrasado,alta
556,10,405,2,2024-05-09,2024-05-10,2024-05-10,2.77,completado,media
557,10,216,4,2025-03-31,2025-03-31,2025-03-31,3.04,"en progreso",baja
558,5,31,2,2025-08-21,2025-08-22,2025-08-22,4.39,completado,media
559,3,299,5,2024-05-30,2024-05-31,2024-05-31,2.49,completado,media
560,9,189,1,2025-08-23,2025-08-24,2025-08-24,3.77,completado,baja
561,9,122,5,2024-02-25,2024-02-26,2024-02-26,4.82,completado,baja
562,2,328,2,2024-12-15,2024-12-16,2024-12-16,5.25,"en progreso",alta
563,10,355,4,2025-12-10,2025-12-11,2025-12-11,4.14,completado,alta
564,6,154,4,2024-06-15,2024-06-16,2024-06-16,5.11,retrasado,baja
565,11,472,1,2024-08-16,2024-08-17,2024-08-17,7.49,completado,alta
566,8,110,2,2024-12-05,2024-12-05,2024-12-05,1.58,completado,baja
567,1,205,2,2025-01-06,2025-01-06,2025-01-08,1.93,retrasado,alta
568,5,59,2,2025-03-26,2025-03-27,2025-03-27,3.54,"en progreso",baja
569,4,16,2,2024-10-17,2024-10-17,2024-10-17,2.46,"en progreso",alta
570,9,90,3,2024-09-08,2024-09-10,2024-09-10,7.14,"en progreso",baja
571,2,432,3,2024-01-22,2024-01-23,2024-01-23,4.54,completado,media
572,6,336,1,2024-08-03,2024-08-04,2024-08-04,5.19,completado,media
573,11,415,3,2024-06-24,2024-06-24,2024-06-24,0.16,completado,alta
574,3,34,1,2024-05-13,2024-05-13,2024-05-13,2.48,completado,alta
575,6,194,6,2024-11-21,2024-11-23,2024-11-23,8.26,completado,baja
576,10,391,5,2024-07-12,2024-07-12,2024-07-12,2.07,completado,baja
577,1,168,2,2025-10-06,2025-10-08,2025-10-08,9.54,completado,alta
578,4,300,4,2024-03-24,2024-03-24,2024-03-24,2.77,completado,baja
579,11,261,4,2025-06-05,2025-06-06,2025-06-06,3.85,completado,baja
580,6,165,6,2025-06-22,2025-06-23,2025-06-23,3.85,completado,media
581,7,138,5,2025-10-15,2025-10-16,2025-10-16,5.63,completado,baja
582,8,113,2,2024-08-28,2024-08-29,2024-08-29,5.3,completado,media
583,10,456,4,2024-06-09,2024-06-10,2024-06-10,3,completado,media
584,3,282,1,2024-03-27,2024-03-28,2024-03-28,2.07,completado,baja
585,8,299,1,2025-06-08,2025-06-10,2025-06-10,3.86,completado,media
586,7,240,4,2025-01-11,2025-01-12,2025-01-12,6.69,completado,media
587,3,196,1,2025-03-28,2025-03-30,2025-03-30,6.72,"en progreso",media
588,5,462,1,2025-05-28,2025-05-29,2025-05-29,5.67,completado,media
589,2,475,2,2024-05-01,2024-05-01,2024-05-01,3.16,retrasado,media
590,6,101,6,2024-09-13,2024-09-14,2024-09-14,2.4,completado,baja
591,3,362,5,2025-07-10,2025-07-11,2025-07-11,2.64,completado,media
592,7,145,3,2025-02-19,2025-02-20,2025-02-20,7.27,completado,media
593,3,335,5,2025-02-11,2025-02-12,2025-02-12,5.25,"en progreso",media
594,10,120,5,2025-07-19,2025-07-21,2025-07-21,9.89,completado,media
595,6,406,1,2024-07-11,2024-07-12,2024-07-12,4.03,completado,baja
596,9,225,4,2024-01-31,2024-02-01,2024-02-01,4.57,completado,media
597,8,378,1,2025-11-05,2025-11-06,2025-11-06,5.5,completado,baja
598,11,215,4,2025-02-17,2025-02-17,2025-02-17,3.43,completado,media
599,10,301,1,2024-02-02,2024-02-03,2024-02-03,5.24,completado,media
600,10,291,6,2025-09-14,2025-09-14,2025-09-14,2.2,completado,media
601,2,105,4,2025-07-01,2025-07-02,2025-07-02,4.23,completado,baja
602,8,169,5,2025-10-16,2025-10-16,2025-10-16,2.06,completado,baja
603,9,54,6,2024-06-30,2024-07-03,2024-07-08,9.51,retrasado,baja
604,2,96,2,2025-01-30,2025-01-31,2025-01-31,6.32,completado,media
605,2,338,5,2025-04-10,2025-04-11,2025-04-15,1.99,retrasado,baja
606,7,168,4,2024-06-09,2024-06-10,2024-06-10,4.62,completado,alta
607,2,215,4,2025-02-02,2025-02-02,2025-02-02,1.38,completado,baja
608,5,446,2,2025-03-18,2025-03-20,2025-03-20,5.23,completado,baja
609,5,310,5,2025-08-24,2025-08-25,2025-08-25,5.76,"en progreso",media
610,3,104,1,2025-04-01,2025-04-02,2025-04-05,5.85,retrasado,alta
611,8,169,5,2025-04-16,2025-04-17,2025-04-17,2.38,completado,alta
612,11,47,3,2025-04-12,2025-04-13,2025-04-13,2.52,completado,media
613,7,314,2,2024-09-12,2024-09-13,2024-09-13,4.93,"en progreso",media
614,3,197,6,2025-12-16,2025-12-16,2025-12-16,1.52,completado,alta
615,3,23,2,2024-10-07,2024-10-07,2024-10-07,1.13,completado,alta
616,4,470,1,2025-05-20,2025-05-21,2025-05-21,3.93,completado,media
617,9,40,1,2024-11-29,2024-11-30,2024-11-30,4.12,completado,media
618,1,107,5,2025-04-18,2025-04-19,2025-04-24,3.78,retrasado,media
619,7,176,6,2024-07-18,2024-07-18,2024-07-18,4.66,completado,media
620,3,59,6,2024-11-30,2024-12-02,2024-12-02,7,completado,media
621,2,237,1,2025-07-15,2025-07-16,2025-07-16,5.98,completado,baja
622,3,242,3,2024-06-23,2024-06-24,2024-06-24,5.09,completado,baja
623,9,151,1,2025-02-04,2025-02-04,2025-02-04,3.37,"en progreso",alta
624,8,140,2,2025-01-01,2025-01-03,2025-01-03,7.98,"en progreso",alta
625,8,273,2,2025-12-14,2025-12-14,2025-12-19,-0.25,retrasado,media
626,8,354,3,2024-02-23,2024-02-25,2024-02-25,4.77,completado,media
627,4,393,2,2025-01-18,2025-01-20,2025-01-20,6.26,completado,baja
628,1,9,4,2024-01-15,2024-01-15,2024-01-15,3.16,completado,alta
629,4,343,1,2024-04-08,2024-04-08,2024-04-08,2.13,completado,alta
630,7,86,1,2025-06-08,2025-06-10,2025-06-12,8.25,retrasado,alta
631,10,321,2,2024-07-31,2024-08-01,2024-08-01,1.97,completado,media
632,4,62,2,2024-04-18,2024-04-18,2024-04-18,-0.33,completado,baja
633,6,206,6,2024-01-13,2024-01-14,2024-01-14,4.09,completado,baja
634,5,34,6,2025-10-27,2025-10-28,2025-10-28,3.94,completado,baja
635,7,454,2,2024-11-04,2024-11-06,2024-11-06,7.32,completado,baja
636,10,365,5,2024-06-24,2024-06-25,2024-06-25,2.16,completado,alta
637,7,167,6,2025-11-25,2025-11-27,2025-11-27,6.2,completado,media
638,6,90,6,2025-11-13,2025-11-14,2025-11-14,4.34,completado,baja
639,8,312,5,2025-01-26,2025-01-26,2025-01-26,1.89,completado,alta
640,1,301,6,2024-08-26,2024-08-27,2024-08-27,6.49,retrasado,baja
641,4,378,4,2025-09-26,2025-09-27,2025-09-28,4.39,retrasado,media
642,3,152,2,2025-01-19,2025-01-20,2025-01-20,3.13,"en progreso",baja
643,10,473,6,2025-03-30,2025-03-31,2025-03-31,5.19,completado,baja
644,11,143,3,2024-02-10,2024-02-11,2024-02-11,6.78,completado,alta
645,1,417,3,2024-08-22,2024-08-23,2024-08-23,3.01,completado,media
646,9,125,2,2024-02-25,2024-02-25,2024-02-25,0.15,completado,alta
647,4,357,6,2025-09-14,2025-09-14,2025-09-14,0.84,completado,baja
648,1,227,6,2024-03-07,2024-03-09,2024-03-09,6.66,completado,baja
649,3,27,6,2024-07-28,2024-07-29,2024-07-30,4.29,retrasado,baja
650,7,260,1,2025-04-23,2025-04-24,2025-04-24,6.13,completado,baja
651,10,218,2,2024-09-11,2024-09-11,2024-09-11,2.22,completado,alta
652,8,104,3,2024-03-22,2024-03-22,2024-03-22,1.03,completado,media
653,8,194,2,2025-03-27,2025-03-29,2025-03-29,9.06,completado,baja
654,1,420,4,2025-01-25,2025-01-26,2025-01-26,6.75,completado,media
655,3,305,5,2025-07-20,2025-07-20,2025-07-20,3.03,completado,media
656,8,238,3,2024-10-17,2024-10-18,2024-10-18,4.63,completado,baja
657,8,171,2,2024-07-19,2024-07-20,2024-07-20,2.59,"en progreso",baja
658,6,7,5,2025-05-18,2025-05-19,2025-05-19,4.72,completado,media
659,7,381,3,2025-05-16,2025-05-17,2025-05-17,4.96,completado,media
660,2,454,1,2025-01-29,2025-01-29,2025-01-29,0.78,completado,baja
661,5,391,4,2024-12-22,2024-12-22,2024-12-22,2.25,completado,alta
662,1,353,3,2025-10-28,2025-10-29,2025-10-29,4.46,completado,alta
663,8,127,2,2024-02-05,2024-02-06,2024-02-06,6.02,completado,alta
664,1,362,6,2025-12-15,2025-12-16,2025-12-16,2.83,completado,media
665,11,310,4,2024-05-30,2024-05-30,2024-05-30,1.04,completado,baja
666,11,60,1,2025-12-29,2025-12-30,2025-12-30,3.51,completado,alta
667,9,301,1,2024-07-12,2024-07-13,2024-07-13,4.99,completado,media
668,5,130,6,2025-05-27,2025-05-27,2025-05-27,2.26,completado,alta
669,7,158,6,2024-04-01,2024-04-03,2024-04-07,4.27,retrasado,baja
670,4,138,6,2025-02-11,2025-02-11,2025-02-11,2.27,completado,baja
671,1,418,4,2024-04-09,2024-04-11,2024-04-16,7.18,retrasado,alta
672,5,214,6,2025-03-17,2025-03-17,2025-03-17,1.89,"en progreso",baja
673,4,361,2,2025-05-13,2025-05-13,2025-05-13,1.28,"en progreso",media
674,3,291,2,2024-07-24,2024-07-24,2024-07-25,1.9,retrasado,media
675,8,462,4,2025-10-03,2025-10-04,2025-10-04,7.4,completado,alta
676,5,86,1,2024-03-28,2024-03-28,2024-03-28,2.08,completado,baja
677,10,176,1,2024-08-28,2024-08-28,2024-08-28,1.83,completado,baja
678,1,32,3,2025-11-12,2025-11-13,2025-11-13,3.95,completado,baja
